"","C_1","C_2","S_1","S_2"
"VCP",11398.5252820613,11021.2634700905,7208.73798153976,7220.81747661115
"CCDC80",22199.2531344533,22674.6724511658,531.685545704143,534.989244594567
"CTTN",15293.9765067695,13526.6238421981,5202.86819616385,5188.473277318
"GARS1",13837.9034645683,14406.4671860588,5348.2210791621,5374.48965259369
"TGOLN2",16063.689537128,16621.5566602652,4058.40549634601,4015.49398529025
"RPN2",13862.6488919402,13962.6752354898,5454.55818830293,5466.72917752379
"LAMP1",17773.7288076201,17626.5390134433,3205.41357769836,3179.18895925737
"SLIT3",9140.1794366438,10065.3046463357,7956.92282139394,7988.71152165422
"GNS",19697.3601880594,19538.4566609528,2038.00042267027,2034.65018741641
"LMO7",21641.8298231277,21809.0201289803,773.430340585451,782.498636490329
"SMARCA4",4097.32181642653,3614.84024853019,11344.410010427,11335.4689512013
"PDIA6",8435.58595200084,8235.95294311804,8601.83061280198,8695.88121278497
"PRKCA",7648.9418397562,7230.97058993995,9165.64679580048,9181.67604408348
"SEC31A",15579.2001170039,15868.1424186015,4259.60448702254,4263.77203989377
"MCL1",9153.20334578692,9420.25820655513,8038.01442980349,8047.89855015103
"KIF21A",173.217991603537,153.521052667771,13426.7813131704,13442.3734331462
"CYB5R3",20652.0127282503,21232.3486118165,1132.22245703904,1132.24016851695
"RAC1",7660.66335798501,7838.60433621323,8933.08218300327,8915.7187472017
"GSE1",4235.37525334364,3965.74551177081,11107.2553065877,11052.601074749
"CTSK",22513.1293448026,22426.9746182901,194.313854113456,196.008990476458
"NCOR2",14370.581348522,13800.1235326651,5158.4973160907,5125.44293528243
"MKI67",2016.10113535546,1870.63467536359,12299.1489471734,12290.1480342278
"IARS1",12354.4802131666,13042.8390123627,5901.32704972915,5915.62819885027
"RPS27A",6363.48200732995,5671.24829855058,9863.3406341921,9832.73335754842
"RPL27",6263.1979069279,5965.38947509051,9758.53355539862,9771.24034092835
"MSN",21055.7539116871,20916.2758563241,936.378572578231,940.843154286997
"DDX21",2689.43723805492,3373.59288005227,11568.5594563137,11543.7765450017
"CCT7",4936.06156524366,4984.91888662408,10357.5404363862,10346.200046326
"EEF1B2",6118.63251543924,5987.32105404305,9643.78127934737,9659.78424830449
"ANXA1",21058.3586935158,21818.0507791373,546.220834003968,539.601220841072
"SON",11210.9809904004,11019.9733772109,6605.90602468384,6629.71585435077
"LSS",17431.199997156,17460.1170319799,2843.56140055007,2849.43265763227
"RPS13",4075.18117088322,3696.11609994254,10782.1238577758,10836.606853871
"HLA-A",19142.5416585623,18361.8919547931,2017.34501298104,1980.84379787385
"GLG1",15162.4350244239,15211.4851429049,4086.71105777199,4075.44967649482
"TOP2B",3472.17417755662,4519.19535710252,10652.8362934247,10700.5535545991
"NASP",1840.2783619233,1625.51702824698,11990.8478321823,11998.0562052825
"ACTR2",6586.19085367736,6641.39814398053,9058.54467148598,9091.74250727663
"CHD3",12585.0034049999,12081.7198170897,5665.70237623724,5651.97689009174
"ILF2",4347.38087197449,4483.07275647481,10339.180072218,10334.6701057097
"LMNB2",3591.99414167335,3373.59288005227,10899.9361945218,10878.1146400895
"NOTCH2",16628.9271939396,16884.7356076956,3022.57495119003,3007.77717542894
"AGRN",16707.0706487983,17300.1455149143,2862.68677989195,2840.97736784701
"GCN1",7068.07549197291,6843.94272607162,8791.55437587339,8787.35207500731
"PLOD1",17020.9468591476,18506.3823573039,2388.37737221343,2389.77235839728
"TGFBI",21215.9479941475,21829.6616150533,146.882913345605,142.971263641651
"KIF5B",6433.81111670282,7229.68049706039,8780.07914826827,8793.50137666932
"POLR2A",10699.1413610756,10647.1365350177,6494.21380932729,6506.72982111064
"CNN3",9508.75606539418,9755.68235524102,7093.22069031484,7078.61487567725
"UNC5B",5786.5228322896,6073.75727697365,9236.79320695226,9205.50458802375
"SURF4",12768.6405239179,13575.6473716214,4931.28780950921,4928.66528209822
"MEGF6",20111.5204988107,19494.5935030477,1002.16987751428,1007.71680986132
"ENAH",3279.4203222384,3551.6256974317,10787.4789639915,10601.3960652992
"NID1",15679.4842174059,16244.8495394333,3248.25442742416,3257.59255544795
"TNPO1",7719.27094912907,8117.26439819842,7975.28318556214,7981.02489457671
"PDAP1",3590.69175075904,3332.30990790631,10584.7499429677,10551.4329892954
"KHSRP",6393.43699835913,6571.73312848423,8754.83364753699,8797.34469020807
"EHD2",20351.1604270442,21103.3393238604,323.601418464536,328.218976209598
"SEPTIN7",6603.12193556342,7661.86161171336,8351.67065101025,8379.19217719163
"PLXNA1",13212.7558256984,13278.9260093224,4736.97395539576,4743.41756953028
"ALCAM",7221.75761986176,7430.93498627192,8232.32828391695,8243.13887791974
"IQGAP1",15262.719124826,15310.8222946311,3499.94441956324,3508.17659817472
"PLD3",15592.224026147,16238.3990750355,3129.67707550453,3128.45722054581
"TPR",5897.22606000614,6489.16718419232,8852.75558976739,8897.27084221568
"SND1",8862.77017189528,8541.70495557402,7399.99177495852,7382.23664523882
"HP1BP3",8333.99946068448,8225.63220008155,7628.73131188735,7605.91749319431
"SREBF2",15020.4744147639,14658.0352975732,3737.86413857617,3706.49157677443
"RAD23B",9853.88965768694,9993.05944508026,6605.14100951017,6627.40986622752
"CCT2",2916.05325714526,2949.15232267667,10743.1080839184,10758.9719203882
"ADD1",10640.5337699316,10698.7402502002,6174.43746673113,6158.52561449953
"QSOX1",15809.7233088371,15682.3690439447,3148.8024548464,3130.76320866907
"SF1",7514.79557558203,7777.96997087385,7932.44233583634,7898.77798484737
"RPL34",3507.33873224305,3018.81733817297,10456.2273937902,10426.9096306398
"PTTG1IP",12045.8135664746,11646.9585166776,5364.28639780928,5343.74314428366
"TAGLN2",7124.07830128834,7047.77740104227,8148.94162998637,8157.04865465164
"PPM1G",2887.40065703039,2778.8600625746,10621.4706713041,10640.5978633945
"ADAMTS9",253.966228290901,290.270897901247,12164.5062766066,12096.4450318746
"AKR1B1",9795.28206654289,9816.31672058039,6478.91350585379,6455.22941969134
"CBX5",4370.82390843212,4626.27306610609,9572.63486819559,9602.13454522317
"IGFBP3",19361.3433321668,20542.1489212513,432.233573126389,435.063092586961
"SLC2A1",16137.9258192438,15732.6826662476,2820.61094533982,2798.70091892072
"GPC1",18882.0634756999,18686.9953604425,1116.15713839186,1115.32958894643
"SQSTM1",18582.5135654081,17332.3978369033,1576.69627294423,1575.75855088917
"NIBAN2",17080.856841206,17356.909601615,2010.45987641797,2000.82902827537
"BAG6",6135.5635973253,6450.46439780549,8466.42292706151,8472.20036482948
"MYO1B",6187.65923389779,6976.82229266641,8298.119588853,8283.10933872278
"IPO7",4015.27118882485,5475.1541808573,9383.67612029786,9348.47585166541
"CNBP",5684.93634097324,5864.76223048475,8711.99279781119,8724.32173297174
"ARHGDIA",6580.98129002011,6413.05170429821,8276.6991639901,8294.63927933904
"ADGRA2",15514.0805712882,16564.7925735645,2637.00730365781,2631.13244863104
"TRIP12",9131.06270024361,9487.34303629231,6597.49085777342,6580.52144105472
"SF3B3",5876.38780537715,5849.28111593001,8630.13617422796,8597.49238619286
"GPNMB",19030.5360399315,21067.2167232327,216.499294150032,214.456895462477
"PGRMC1",16748.7471580563,17282.0842146005,1982.91933016567,1973.92583350409
"TUBB4B",5436.17967633959,5796.38730786801,8679.09714534316,8678.97063321445
"NSD2",3193.46252189379,2673.07244645059,10249.673296898,10234.7439537021
"NRCAM",190.149073489597,175.452631620309,11836.3147671,11868.1522076726
"ACIN1",9068.54793635662,8817.7848318001,6660.98711718845,6642.01445767479
"INTS1",3477.38374121387,3573.55727638424,9785.30908647725,9753.56109865009
"MYH10",7038.12050094373,6329.19566712674,7869.71109159499,7904.15862380163
"PDIA4",7509.58601192478,7817.96285014025,7303.59986307547,7283.07915593897
"MFAP4",13540.9583361051,15233.4167218574,3314.04573236021,3308.32429415951
"WNK1",10238.0949774091,10595.5328198353,5654.99216380579,5663.506830708
"SMARCC1",3526.87459595774,3644.5123847601,9702.68744772035,9654.40360935023
"RPLP2",5726.61285023123,5239.06718389761,8545.98450512371,8524.46942895653
"SOX4",505.327674753177,568.930959886444,11408.6712850157,11460.7609725646
"PAICS",1991.35570798352,2302.81579001656,10454.6973634429,10473.0293931048
"PTPN11",8275.39186954042,8519.77337662148,6752.78893802945,6775.76176882343
"GNAI2",14097.0792565165,14756.0823564198,3186.28819835648,3173.03965759536
"VAT1",13617.7994000495,14015.5690435518,3519.06979890512,3527.39316586849
"HSP90B1",7885.97698616104,8797.14334572712,6745.90380146637,6774.99310611568
"KHDRBS1",3279.4203222384,3649.67275627834,9620.06580896345,9650.56029581148
"ANKRD11",10019.2933038046,9411.2275563982,5879.14160969257,5866.43378555422
"GSTP1",6290.54811612846,6063.43653393716,7966.86801865171,7953.35303709768
"ADAM33",20266.5050176139,18841.8065059898,26.0105159049509,26.1345320635277
"KTN1",4300.49479905925,5328.08359258733,8724.99805576366,8755.06824128178
"EPRS1",6945.65074602755,7629.60928972433,7268.40916508642,7251.56398492118
"MEX3A",152.37973697454,156.101238426893,11518.0684548512,11440.0070794554
"HMGN2",2053.87047187051,1732.59473725055,10522.0186987263,10348.5060344492
"EIF4A2",9460.56760156463,9500.24396508792,5956.40814223375,5927.15813946653
"CKAP5",4825.35833752711,4864.9402488249,8684.45225155889,8683.58260946095
"RAB7A",10129.9965315212,10053.6938104196,5574.66557056991,5565.88666682365
"PSMD2",7430.14016615173,7020.68545057149,7235.51351261839,7253.86997304444
"XPOT",8619.22307091887,9688.59752550384,6100.23099488465,6083.19666913995
"SHC1",9054.22163629919,9870.50062152195,5925.04252011307,5885.65035324799
"TPM1",16501.292884337,13570.4870001032,2597.22651462671,2621.13983343028
"FAM168B",6123.84207909649,6149.87275686775,7840.64051499534,7845.74025801256
"XRCC6",8254.55361491143,7661.86161171336,6756.61401389782,6735.02264531264
"HLA-C",18616.3757291802,17564.6145552243,748.94985502785,744.834163810539
"FGFR1",16445.2900750215,16643.4882392177,1658.55289652746,1658.00546061851
"CTDSP2",13160.6601891259,13689.1755450228,3501.47444991059,3489.7286931887
"SEMA3C",13163.2649709545,13050.5795696401,3683.54806124525,3673.43908034114
"HNRNPF",5562.51159502788,5304.86192075523,8157.3567968968,8158.58598006715
"TFAP2B",0,0,11324.5196159114,11347.7675545253
"GNB2",5175.70149347712,5331.95387122601,8194.0775252332,8256.97480665925
"CD99",17044.3898956052,16028.1139356671,1464.239042414,1458.1531566033
"FRMD6",17332.2182876682,17363.3600660128,965.449149177882,956.216408442013
"SF3B2",5878.99258720577,5653.18699823673,7797.03465009586,7815.76241241028
"SNRNP70",7535.63383021103,6762.66687465927,7002.18388464751,6958.70349326812
"KPNA2",3431.80005921294,3925.75263250442,9024.88400384427,9021.02553816356
"NACA",6566.65498996267,5697.05015614181,7570.59015868805,7565.17836968352
"DDOST",10089.6224131775,10564.5705907258,5072.81561663909,5071.63654573987
"CCNI",4742.00531901112,5822.18916545923,8067.85002157682,8028.68198245726
"PRMT1",3078.8521214343,3369.72260141359,9244.44335868901,9240.09440987254
"MASP1",18561.6753107791,19094.6647103838,0,0
"PARVA",18299.8947370023,17737.4870010855,481.959559415266,478.876866928757
"ARPC2",10128.6941406068,9626.67306728491,5301.55515356793,5283.01879037135
"CCNL2",6360.87722550133,5509.98668860545,7605.01584150343,7595.92487799355
"LRPPRC",3166.11231269323,3488.41114633321,9119.74588537998,9122.48901558667
"MT-ND4L",4929.5496106721,4329.55170380704,8426.64213803041,8274.65404893752
"HEG1",17819.312489621,17436.8953601478,636.492624497621,639.527372848678
"UBE2D3",6862.29772751157,7726.36625569141,6747.43383181372,6738.09729614364
"DPYSL2",9197.48463687354,9928.5548011022,5393.35697440893,5378.33296613245
"H2AZ2",2834.00262954359,2664.04179629367,9376.79098373479,9374.61038372893
"CHCHD2",2794.93090211422,2589.21640927912,9418.86681828691,9389.98363788395
"NOP53",5817.78021423309,5244.22755541586,7715.94304168631,7695.0823672934
"ARCN1",10893.1976073082,11560.522293747,4324.63077678492,4336.79499713009
"TNFRSF11B",18031.6022086539,18974.6860725846,0,0
"MPRIP",8844.5366990949,8515.9030979828,5749.85404534149,5788.79885207138
"PEG10",1014.56252224929,943.057894959162,10298.6342680132,10321.6028396779
"GDI2",6706.01081779409,7690.2436550637,6614.32119159427,6636.63381872053
"HSPH1",2731.11374731292,3365.8523227749,9068.48986874375,9067.14530062861
"EXT1",17046.9946774338,17211.1291062246,718.349248080849,719.468294454762
"EIF4EBP2",4374.73108117505,4668.84613113161,8169.5970396756,8170.11592068341
"EIF3B",5264.26407565036,5148.76068232834,7748.83869415433,7771.17997536073
"HMGN1",4017.87597065348,3781.26222999358,8519.20897404508,8511.40216292477
"EIF2AK1",4413.80280860442,4227.63436632171,8234.62332943797,8274.65404893752
"ADAM9",16046.758455242,15501.7560408061,1446.64369341947,1445.08589057153
"SRP14",6155.09946103998,6109.87987760136,7150.59682834046,7144.71986854382
"ANXA6",14694.8766861858,14282.6182696209,2185.64835118955,2185.30807813557
"LAMA2",18061.5571996831,18241.9133169939,1.53003034735005,0
"HADHA",6679.96299950784,6756.21641026147,6774.20936289235,6730.41066906613
"PCDH18",16217.3716650169,17097.6009328232,814.741159963902,814.782470215863
"KANK2",15124.6656879089,14923.7944307628,1774.83520292606,1774.07352948888
"LOX",17905.2702899657,17830.3736884139,90.271790493653,92.2395249300977
"MAP1A",14789.9512229306,14797.3653285658,1884.23237276159,1893.98491189801
"CACNG4",18.2334728003724,11.6108359160499,10602.3452919622,10630.6052481938
"DNMT1",3219.51034018003,3131.05541869478,8754.06863236332,8720.47841943299
"STIP1",3308.07292235327,3158.14736916557,8675.27206947479,8705.87382798572
"ADGRL2",1038.00555870691,1126.25108385684,9944.43224260166,9951.10741454204
"MSI2",1934.05050775378,1937.71950510077,9445.64234936554,9378.45369726769
"CYB561",1133.08009545171,1024.33374637151,9925.30686325978,9883.46509625997
"ATN1",9534.80388368043,9805.9959775439,4813.47547276326,4816.4405267666
"CLSTN1",9734.06969357021,9630.54334592359,4788.22997203198,4786.46268116432
"MGAT5",5881.5973690344,5863.47213760519,7032.78449159451,7027.11447425795
"CRTAP",13763.6671824525,14172.9603748582,2226.959170568,2229.12185247736
"PTMS",4846.19659215611,5631.25541928419,7289.06457477564,7469.86419392242
"RPN1",11173.2116538853,11262.5108385684,3847.2613084117,3823.32830835255
"PRAME",0,0,10460.0524696586,10466.8800914428
"PRKAR1A",6961.2794369993,7131.63343821374,6270.06436344051,6272.28769524665
"ELAVL4",0,0,10425.6267868432,10419.99166627
"DRAM1",17763.3096803056,17042.1269390021,117.047321572279,116.836731578124
"ZYX",15200.204360939,15881.0433473971,1212.54905027492,1206.80045116878
"CORO1C",10071.3889403771,9682.14706110603,4542.6601012823,4555.86386883908
"MAT2A",6846.66903653982,6970.37182826861,6285.36466691401,6299.95955272568
"SRSF11",6506.74500790431,7012.94489329412,6372.57639671296,6386.81843870152
"EIF5",8686.94739846311,8321.09907316908,5328.33068464655,5346.81779511467
"G3BP2",5126.21063873326,5789.9368434702,7111.58105448304,7124.7346381423
"EIF3E",4977.73807450165,7014.23498617368,6758.90905941885,6782.67973319319
"GREM1",13787.1102189101,15183.1030995546,1736.58444424231,1749.47632284085
"H1-0",5359.33861239516,5082.96594547072,7198.02776910831,7159.32445999109
"RPS3A",2380.7705913629,1960.94117693287,9086.08521773828,8863.44968307464
"GLUL",8276.69426045474,8860.35789682562,5182.21278647462,5194.62257898
"CD24",0,3.87027863868329,10160.9315367517,10220.9080249626
"TBC1D16",2968.14889371776,3078.16161063278,8361.61584826803,8395.3340940544
"PEBP1",6358.2724436727,6149.87275686775,6514.10420384284,6417.56494701155
"MARCHF6",6500.23305333274,6139.55201383126,6418.47730713346,6428.32622492006
"ADAMTS1",14271.5996390343,13707.2368453367,1881.17231206689,1884.760959405
"WDR82",4228.86329877207,4203.12260161005,7671.57216161316,7630.51469984234
"LTBP2",15942.567182097,16060.3662576561,660.208094881547,670.27388115871
"MAGED2",9977.61679454661,10061.434367697,4183.10296965504,4194.59239619619
"SLC7A5",13241.4084258133,12421.0142444142,2493.94946618058,2503.5344391444
"C1S",16627.6248030253,17372.3907161697,17.5953489945256,19.9852304015212
"PRNP",15739.3941994643,16860.223842984,406.988072395114,405.85390969243
"TMEM119",14149.1748930889,14348.4130064785,1621.83216819105,1605.73639649145
"EIF3I",4941.27112890091,4661.10557385424,7198.02776910831,7181.61567851586
"ZC3H7B",12857.2031060911,12975.7541826255,2375.37211426095,2388.23503298178
"PGD",7822.15983135974,7677.34272626809,5425.48761170328,5392.93755757971
"TWIST1",1359.69611454205,1437.16346783106,9191.65731170543,9056.3840227201
"ARHGEF12",8318.37076971273,8601.04922803383,4924.40267294614,4947.11318708424
"ZKSCAN1",4355.19521746037,4302.45975333626,7371.68621353254,7364.55740296055
"TUBB2B",203.172982632721,225.766253923192,9754.70847953025,9795.83754757638
"TRRAP",4934.75917432935,4906.22322097085,6999.12382395281,6973.30808471539
"GDI1",4274.446980773,4526.93591437989,7283.70946855992,7301.52706092499
"DDX42",6233.24291589872,6155.03312838599,6232.57861993043,6225.39927007385
"RET",48.1884638295555,54.1839009415661,9874.81586179723,9841.95731004143
"MPZL1",9284.74482813247,10024.0216741897,4156.32743857641,4173.06984037917
"CLTC",7456.18798443798,7434.8052649106,5471.38852212378,5468.26650293929
"KIF1A",1.30239091431231,0,9884.761059055,9854.25591336544
"ARHGAP23",14920.1903143618,15078.6055763101,985.339543693433,974.664313428033
"MYL12B",10773.3776431914,10949.018268835,3421.91287184839,3421.31771219888
"DEK",1884.55965300991,2320.87709033041,8559.75477824986,8605.94767597812
